AnlyTxHack__Account_External_Id__c,Priority,AnlyTxHack__EstimatedClosedDate__c,AnlyTxHack__CSAT__c,Origin,Reason,AnlyTxHack__SLAViolation__c,AnlyTxHack__SLA_Type__c,Status,Subject,AnlyTxHack__Country__c,AnlyTxHack__Solved_By__c,AnlyTxHack__Industry_Type__c
0012w00000LRfnWAAT,Low,2020-03-10,81,Web,Equipment Design,Compliant,Premium,Closed,Case about Digital Media,China,Onsite Agent,Manufacturing
0012w00000LRfnXAAT,Low,2020-03-11,86,Email,Equipment Design,Compliant,Premium,Closed,Case about Digital Media,United Arab Emirates,Self,Consumer Goods
0012w00000LRfnYAAT,Low,2020-03-12,20,Phone,Other,Compliant,Basic,Closed,Case about Digital Media,United States of America,Knowledge Portal,Travel
0012w00000LRft5AAD,Low,2020-03-13,47,Web,Other,Compliant,Basic,Closed,Case about Digital Media,India,Chatbot,Entertainment
0012w00000LRft6AAD,Medium,2020-03-14,91,Phone,Feedback,Open Violation,Basic,Closed,Case about Digital Media,The United Kingdom,Call center Agent,Computer Software
0012w00000LRft7AAD,Low,2020-03-15,42,Web,Feedback,Compliant,Basic,Closed,Case about Digital Media,Russia,Onsite Agent,Construction
0012w00000LRft8AAD,Low,2020-03-16,87,Web,Performance,Compliant,Premium,Closed,Case about Digital Media,Canada,Self,Health Care
0012w00000LRft9AAD,Low,2020-03-17,74,Email,Equipment Design,Compliant,Basic,Closed,Case about Digital Media,Israel,Knowledge Portal,Manufacturing
0012w00000LRftAAAT,Low,2020-03-18,88,Web,Equipment Design,Compliant,Basic,Closed,Case about Digital Media,Australia,Chatbot,Consumer Goods
0012w00000LRftBAAT,Low,2020-03-19,98,Email,Feedback,Compliant,Basic,Closed,Case about Digital Media,Austria,Call center Agent,Health Care
0012w00000LRftCAAT,Low,2020-03-20,40,Email,Other,Compliant,Basic,Closed,Case about Digital Media,Belarus,Onsite Agent,Computer Software
0012w00000LRftDAAT,Low,2020-03-21,25,Phone,Other,Compliant,Basic,Closed,Case about Digital Media,Brazil,Self,Computer Software
0012w00000LRftEAAT,Low,2020-03-22,30,Phone,Other,Compliant,Premium,Closed,Case about Digital Media,Belgium,Knowledge Portal,Computer Software
0012w00000LRftFAAT,Low,2020-03-23,87,Phone,Other,Compliant,Basic,Closed,Case about Digital Media,China,Chatbot,Health Care
0012w00000LRftGAAT,Low,2020-03-24,69,Email,Other,Compliant,Basic,Closed,Case about Digital Media,United Arab Emirates,Call center Agent,Manufacturing
0012w00000LRftHAAT,Medium,2020-03-25,33,Web,Other,Compliant,Basic,Closed,Case about Digital Media,United States of America,Onsite Agent,Consumer Goods
0012w00000LRftIAAT,Low,2020-03-26,20,Phone,Other,Compliant,Basic,Closed,Case about Digital Media,India,Self,Travel
0012w00000LRftJAAT,Low,2020-03-27,39,Email,Equipment Design,Compliant,Basic,Closed,Case about Digital Media,The United Kingdom,Knowledge Portal,Entertainment
0012w00000LRftKAAT,Medium,2020-03-28,40,Phone,Equipment Complexity,Compliant,Premium,Closed,Case about Digital Media,Russia,Chatbot,Computer Software
0012w00000LRftLAAT,High,2020-03-29,40,Phone,Breakdown,Compliant,Basic,Closed,Case about Digital Media,Canada,Call center Agent,Computer Software
0012w00000LRftMAAT,Low,2020-03-30,109,Web,Other,Compliant,Basic,Closed,Case about Digital Media,Israel,Onsite Agent,Health Care
0012w00000LRftNAAT,Low,2020-03-31,66,Chat,Equipment Design,Compliant,Basic,Closed,Case about Digital Media,Australia,Self,Manufacturing
0012w00000LRftOAAT,Low,2020-04-01,24,Chat,Feedback,Open Violation,Basic,Closed,Case about Digital Media,Austria,Knowledge Portal,Consumer Goods
0012w00000LRftPAAT,Medium,2020-04-02,88,Web,Breakdown,Compliant,Premium,Closed,Case about Digital Media,Belarus,Chatbot,Health Care
0012w00000LRftQAAT,High,2020-04-03,30,Email,Installation,Compliant,Basic,Working,Case about Digital Media,Brazil,Call center Agent,Entertainment
0012w00000LRftRAAT,Low,2020-04-04,35,Phone,Installation,Compliant,Premium,Closed,Case about Digital Media,Belgium,Onsite Agent,Computer Software
0012w00000LRftSAAT,Medium,2020-04-05,79,Phone,Performance,Compliant,Premium,Closed,Case about Digital Media,China,Self,Health Care
0012w00000LRftTAAT,Medium,2020-04-06,76,Phone,Equipment Complexity,Compliant,Basic,Waiting on Customer,Case about Digital Media,United Arab Emirates,Knowledge Portal,Health Care
0012w00000LRfhgAAD,Low,2020-04-07,32,Phone,Installation,Compliant,Basic,Working,Case about Digital Media,United States of America,Chatbot,Manufacturing
0012w00000LRfhhAAD,Low,2020-04-08,22,Email,Equipment Complexity,Compliant,Basic,Closed,Case about Digital Media,India,Call center Agent,Consumer Goods
0012w00000LRfhiAAD,Low,2020-04-09,89,Phone,Equipment Complexity,Compliant,Basic,Closed,Case about Digital Media,The United Kingdom,Onsite Agent,Health Care
0012w00000LRfhjAAD,Low,2020-04-10,104,Phone,Feedback,Compliant,Premium,Closed,Case about Digital Media,Russia,Self,Computer Software
0012w00000LRfhkAAD,Low,2020-04-11,114,Email,Breakdown,Compliant,Premium,Closed,Case about Digital Media,Canada,Knowledge Portal,Computer Software
0012w00000LRfhlAAD,Medium,2020-04-12,100,Email,Other,Compliant,Premium,Closed,Case about Digital Media,Israel,Chatbot,Health Care
0012w00000LRfhmAAD,Medium,2020-04-13,102,Web,Equipment Design,Compliant,Basic,Closed,Case about Digital Media,Australia,Call center Agent,Health Care
0012w00000LRfhnAAD,Medium,2020-04-14,22,Phone,Equipment Design,Compliant,Premium,Closed,Case about Digital Media,Austria,Onsite Agent,Manufacturing
0012w00000LRfhoAAD,Medium,2020-04-15,34,Web,Equipment Design,Open Violation,Premium,Closed,Case about Digital Media,Belarus,Self,Consumer Goods
0012w00000LRfhpAAD,Low,2020-04-16,21,Email,Equipment Design,Compliant,Basic,Closed,Case about Digital Media,Brazil,Knowledge Portal,Travel
0012w00000LRfhqAAD,Low,2020-04-17,103,Web,Feedback,Compliant,Premium,Closed,Case about Digital Media,Belgium,Chatbot,Health Care
0012w00000LRfhrAAD,Low,2020-04-18,81,Email,Performance,Compliant,Premium,Closed,Case about Digital Media,China,Call center Agent,Computer Software
0012w00000LRfhsAAD,Low,2020-04-19,116,Web,Equipment Complexity,Open Violation,Premium,Closed,Case about Digital Media,United Arab Emirates,Onsite Agent,Computer Software
0012w00000LRfhtAAD,Low,2020-04-20,91,Chat,Feedback,Compliant,Premium,Closed,Case about Digital Media,United States of America,Self,Health Care
0012w00000LRfhuAAD,Low,2020-04-21,33,Web,Performance,Compliant,Basic,Closed,Case about Digital Media,India,Knowledge Portal,Manufacturing
0012w00000LRfhvAAD,Low,2020-04-22,33,Web,Feedback,Compliant,Premium,Closed,Case about Digital Media,The United Kingdom,Chatbot,Consumer Goods
0012w00000LRfhwAAD,Low,2020-04-23,98,Web,Equipment Complexity,Compliant,Basic,Closed,Case about Digital Media,Russia,Call center Agent,Health Care
0012w00000LRfhxAAD,Medium,2020-04-24,24,Phone,Equipment Design,Compliant,Premium,Closed,Case about Digital Media,Canada,Onsite Agent,Entertainment
0012w00000LRfhyAAD,Medium,2020-04-25,86,Phone,Feedback,Compliant,Basic,Closed,Case about Digital Media,Israel,Self,Computer Software
0012w00000LRfhzAAD,Low,2020-04-26,24,Phone,Other,Compliant,Basic,Closed,Case about Digital Media,Australia,Knowledge Portal,Construction
0012w00000LRfi0AAD,Low,2020-04-27,87,Web,Performance,Compliant,Premium,Closed,Case about Digital Media,Austria,Chatbot,Health Care
0012w00000LRfi1AAD,Medium,2020-04-28,38,Email,Other,Compliant,Basic,Closed,Case about Digital Media,Belarus,Call center Agent,Manufacturing
0012w00000LRfi2AAD,Low,2020-04-29,24,Email,Equipment Design,Compliant,Premium,Closed,Case about Digital Media,Brazil,Onsite Agent,Consumer Goods
0012w00000LRfi3AAD,Medium,2020-04-30,18,Web,Performance,Compliant,Premium,Closed,Case about Digital Media,Belgium,Self,Travel
0012w00000LRfnZAAT,Low,2020-05-01,50,Phone,Equipment Complexity,Compliant,Premium,Closed,Case about Digital Media,China,Knowledge Portal,Entertainment
0012w00000LRfnaAAD,High,2020-05-02,75,Phone,Equipment Complexity,Compliant,Premium,Closed,Case about Digital Media,United Arab Emirates,Chatbot,Computer Software
0012w00000LRfnbAAD,Low,2020-05-03,25,Email,Equipment Complexity,Compliant,Basic,Closed,Case about Digital Media,United States of America,Call center Agent,Construction
0012w00000LRfncAAD,Low,2020-05-04,89,Email,Feedback,Compliant,Basic,Closed,Case about Digital Media,India,Onsite Agent,Health Care
0012w00000LRfndAAD,Medium,2020-05-05,112,Web,Installation,Compliant,Basic,Closed,Case about Digital Media,The United Kingdom,Self,Computer Software
0012w00000LRfneAAD,Low,2020-05-06,34,Phone,Feedback,Compliant,Basic,Closed,Case about Digital Media,Russia,Knowledge Portal,Consumer Goods
0012w00000LRfnfAAD,Low,2020-05-07,98,Chat,Feedback,Compliant,Basic,Closed,Case about Digital Media,Canada,Chatbot,Health Care
0012w00000LRfngAAD,Medium,2020-05-08,106,Web,Equipment Design,Compliant,Basic,Closed,Case about Digital Media,Israel,Call center Agent,Computer Software
0012w00000LRfnhAAD,High,2020-05-09,76,Chat,Equipment Design,Compliant,Basic,Closed,Case about Digital Media,Australia,Onsite Agent,Computer Software
0012w00000LRfniAAD,Medium,2020-05-10,28,Phone,Equipment Design,Open Violation,Premium,Closed,Case about Digital Media,Austria,Self,Construction
0012w00000LRfnjAAD,Low,2020-05-11,92,Web,Equipment Complexity,Open Violation,Premium,Closed,Case about Digital Media,Belarus,Knowledge Portal,Health Care
0012w00000LRfnkAAD,Low,2020-05-12,27,Email,Performance,Open Violation,Basic,Closed,Case about Digital Media,Brazil,Chatbot,Manufacturing
0012w00000LRfnlAAD,Medium,2020-05-13,29,Email,Other,Open Violation,Basic,Closed,Case about Digital Media,Belgium,Call center Agent,Consumer Goods
0012w00000LRfnmAAD,Low,2020-05-14,25,Web,Breakdown,Open Violation,Premium,Closed,Case about Digital Media,China,Onsite Agent,Travel
0012w00000LRfnnAAD,Low,2020-05-15,116,Chat,Breakdown,Open Violation,Premium,Closed,Case about Digital Media,United Arab Emirates,Self,Health Care
0012w00000LRfnoAAD,Low,2020-05-16,102,Web,Equipment Complexity,Compliant,Premium,Closed,Case about Digital Media,United States of America,Knowledge Portal,Computer Software
0012w00000LRfnpAAD,High,2020-05-17,38,Phone,Installation,Open Violation,Basic,Closed,Case about Digital Media,India,Chatbot,Construction
0012w00000LRfnqAAD,Low,2020-05-18,98,Chat,Equipment Complexity,Compliant,Premium,Closed,Case about Digital Media,The United Kingdom,Call center Agent,Health Care
0012w00000LRfnrAAD,Medium,2020-05-19,22,Chat,Equipment Design,Compliant,Basic,Closed,Case about Digital Media,Russia,Onsite Agent,Manufacturing
0012w00000LRfnsAAD,Low,2020-05-20,39,Web,Other,Compliant,Basic,Closed,Case about Digital Media,Canada,Self,Consumer Goods
0012w00000LRfntAAD,Low,2020-05-21,84,Email,Other,Compliant,Basic,Closed,Case about Digital Media,Israel,Knowledge Portal,Health Care
0012w00000LRfnuAAD,High,2020-05-22,55,Chat,Equipment Complexity,Compliant,Basic,Closed,Case about Digital Media,Australia,Chatbot,Entertainment
0012w00000LRfnvAAD,Medium,2020-05-23,81,Phone,Other,Compliant,Premium,Closed,Case about Digital Media,Austria,Call center Agent,Computer Software
0012w00000LRfnwAAD,Low,2020-05-24,39,Web,Feedback,Compliant,Basic,Closed,Case about Digital Media,Belarus,Onsite Agent,Construction
0012w00000LRfnxAAD,Low,2020-05-25,82,Phone,Installation,Compliant,Basic,Closed,Case about Digital Media,Brazil,Self,Health Care
0012w00000LRftUAAT,Medium,2020-05-26,27,Chat,Equipment Complexity,Compliant,Premium,Closed,Case about Digital Media,Belgium,Knowledge Portal,Manufacturing
0012w00000LRftVAAT,Low,2020-05-27,36,Phone,Other,Compliant,Basic,Closed,Case about Digital Media,China,Chatbot,Consumer Goods
0012w00000LRftWAAT,Low,2020-05-28,87,Email,Equipment Complexity,Compliant,Premium,Working,Case about Digital Media,United Arab Emirates,Call center Agent,Health Care
0012w00000LRftXAAT,Medium,2020-05-29,28,Chat,Breakdown,Compliant,Premium,Waiting on Customer,Case about Digital Media,United States of America,Onsite Agent,Entertainment
0012w00000LRftYAAT,Low,2020-05-30,76,Phone,Breakdown,Open Violation,Basic,Working,Case about Digital Media,India,Self,Computer Software
0012w00000LRftZAAT,Low,2020-05-31,75,Email,Breakdown,Compliant,Basic,On Hold,Case about Digital Media,The United Kingdom,Knowledge Portal,Computer Software
0012w00000LRftaAAD,Medium,2020-06-01,65,Web,Equipment Complexity,Compliant,Premium,Closed,Case about Digital Media,Russia,Chatbot,Health Care
0012w00000LRftbAAD,Medium,2020-06-02,28,Email,Equipment Complexity,Compliant,Basic,Closed,Case about Digital Media,Canada,Call center Agent,Manufacturing
0012w00000LRftcAAD,Low,2020-06-03,19,Phone,Equipment Design,Compliant,Premium,Working,Case about Digital Media,Israel,Onsite Agent,Consumer Goods
0012w00000LRftdAAD,Low,2020-06-04,63,Web,Equipment Design,Compliant,Basic,Attention,Case about Digital Media,Australia,Self,Health Care
0012w00000LRfteAAD,High,2020-06-05,14,Web,Equipment Design,Compliant,Basic,Closed,Case about Digital Media,Austria,Knowledge Portal,Entertainment
0012w00000LRftfAAD,Low,2020-06-06,72,Chat,Other,Compliant,Premium,Working,Case about Digital Media,Belarus,Chatbot,Computer Software
0012w00000LRftgAAD,Low,2020-06-07,38,Web,Other,Compliant,Basic,Working,Case about Digital Media,Brazil,Call center Agent,Construction
0012w00000LRfthAAD,Medium,2020-06-08,101,Chat,Breakdown,Compliant,Premium,Closed,Case about Digital Media,Belgium,Onsite Agent,Health Care
0012w00000LRftiAAD,Low,2020-06-09,29,Email,Breakdown,Compliant,Basic,Closed,Case about Digital Media,China,Self,Manufacturing
0012w00000LRftjAAD,Low,2020-06-10,28,Web,Breakdown,Compliant,Basic,Closed,Case about Digital Media,United Arab Emirates,Knowledge Portal,Consumer Goods
0012w00000LRftkAAD,Low,2020-06-11,84,Phone,Installation,Compliant,Basic,Closed,Case about Digital Media,United States of America,Chatbot,Health Care
0012w00000LRftlAAD,Medium,2020-06-12,44,Chat,Breakdown,Compliant,Basic,Closed,Case about Digital Media,India,Call center Agent,Entertainment
0012w00000LRftmAAD,Medium,2020-06-13,117,Web,Breakdown,Compliant,Premium,Closed,Case about Digital Media,The United Kingdom,Onsite Agent,Computer Software
0012w00000LRftnAAD,Medium,2020-06-14,39,Web,Equipment Design,Compliant,Premium,Closed,Case about Digital Media,Russia,Self,Construction
0012w00000LRftoAAD,Low,2020-06-15,77,Chat,Performance,Compliant,Premium,Closed,Case about Digital Media,Canada,Knowledge Portal,Health Care
0012w00000LRftpAAD,Low,2020-06-16,36,Web,Equipment Design,Compliant,Basic,Closed,Case about Digital Media,Israel,Chatbot,Manufacturing
0012w00000LRftqAAD,Low,2020-06-17,29,Phone,Performance,Compliant,Basic,Closed,Case about Digital Media,Australia,Call center Agent,Consumer Goods
0012w00000LRfi4AAD,Medium,2020-06-18,90,Email,Feedback,Compliant,Premium,Closed,Case about Digital Media,Austria,Onsite Agent,Health Care
0012w00000LRfi5AAD,High,2020-06-19,22,Web,Installation,Compliant,Basic,Closed,Case about Digital Media,Belarus,Self,Entertainment
0012w00000LRfi6AAD,Low,2020-05-20,98,Email,Feedback,Compliant,Basic,Closed,Case about Digital Media,Brazil,Knowledge Portal,Computer Software
0012w00000LRfi7AAD,Low,2020-06-21,45,Web,Equipment Design,Compliant,Basic,Closed,Case about Digital Media,Belgium,Chatbot,Construction
0012w00000LRfi8AAD,High,2020-06-22,82,Web,Equipment Design,Compliant,Basic,Closed,Case about Digital Media,China,Call center Agent,Health Care
0012w00000LRfi9AAD,Low,2020-06-23,39,Phone,Performance,Compliant,Basic,Closed,Case about Digital Media,United Arab Emirates,Onsite Agent,Manufacturing
0012w00000LRfiAAAT,Low,2020-06-24,36,Web,Equipment Complexity,Compliant,Basic,Closed,Case about Digital Media,United States of America,Self,Consumer Goods
0012w00000LRfiBAAT,Low,2020-06-25,19,Web,Equipment Design,Compliant,Premium,Closed,Case about Digital Media,India,Knowledge Portal,Travel
0012w00000LRfiCAAT,Medium,2020-06-26,45,Email,Installation,Open Violation,Basic,Closed,Case about Digital Media,The United Kingdom,Chatbot,Entertainment
0012w00000LRfiDAAT,Low,2020-06-27,118,Chat,Installation,Compliant,Premium,Closed,Case about Digital Media,Russia,Call center Agent,Computer Software
0012w00000LRfiEAAT,Medium,2020-06-28,23,Email,Equipment Design,Open Violation,Premium,Closed,Case about Digital Media,Canada,Onsite Agent,Construction
0012w00000LRfiFAAT,Low,2020-06-29,95,Phone,Equipment Design,Compliant,Basic,Closed,Case about Digital Media,Israel,Self,Health Care
0012w00000LRfiGAAT,Low,2020-06-30,25,Web,Other,Compliant,Basic,Closed,Case about Digital Media,Australia,Knowledge Portal,Manufacturing
0012w00000LRfiHAAT,Medium,2020-07-01,84,Phone,Feedback,Compliant,Premium,Closed,Case about Digital Media,Austria,Chatbot,Consumer Goods
0012w00000LRfiIAAT,Low,2020-07-02,84,Phone,Equipment Design,Compliant,Basic,Closed,Case about Digital Media,Belarus,Call center Agent,Health Care
0012w00000LRfiJAAT,Low,2020-07-03,24,Chat,Other,Open Violation,Basic,Closed,Case about Digital Media,Brazil,Onsite Agent,Entertainment
0012w00000LRfiKAAT,Low,2020-07-04,101,Web,Installation,Compliant,Basic,Closed,Case about Digital Media,Belgium,Self,Computer Software
0012w00000LRfiLAAT,Low,2020-07-05,53,Phone,Performance,Compliant,Basic,Closed,Case about Digital Media,China,Knowledge Portal,Construction
0012w00000LRfiMAAT,Low,2020-07-06,102,Chat,Other,Compliant,Basic,Closed,Case about Digital Media,United Arab Emirates,Chatbot,Health Care
0012w00000LRfiNAAT,Medium,2020-07-07,33,Email,Equipment Complexity,Compliant,Premium,Closed,Case about Digital Media,United States of America,Call center Agent,Manufacturing
0012w00000LRfiOAAT,Low,2020-07-08,89,Email,Performance,Compliant,Basic,Closed,Case about Digital Media,India,Onsite Agent,Consumer Goods
0012w00000LRfiPAAT,Low,2020-07-09,82,Web,Equipment Complexity,Compliant,Basic,Closed,Case about Digital Media,The United Kingdom,Self,Health Care
0012w00000LRfiQAAT,Medium,2020-07-10,36,Chat,Breakdown,Compliant,Basic,Closed,Case about Digital Media,Russia,Knowledge Portal,Entertainment
0012w00000LRfiRAAT,Medium,2020-07-11,100,Chat,Equipment Design,Compliant,Premium,Closed,Case about Digital Media,Canada,Chatbot,Computer Software
0012w00000LRftrAAD,Low,2020-07-12,35,Phone,Equipment Design,Compliant,Basic,Closed,Case about Digital Media,Israel,Call center Agent,Construction
0012w00000LRftsAAD,Low,2020-07-13,93,Phone,Breakdown,Compliant,Basic,Closed,Case about Digital Media,Australia,Onsite Agent,Health Care
0012w00000LRfttAAD,Low,2020-07-14,29,Web,Performance,Compliant,Basic,Closed,Case about Digital Media,Austria,Self,Manufacturing
0012w00000LRftuAAD,Medium,2020-07-15,80,Phone,Equipment Design,Compliant,Basic,Closed,Case about Digital Media,Belarus,Knowledge Portal,Consumer Goods
0012w00000LRftvAAD,Medium,2020-07-16,99,Email,Equipment Design,Compliant,Basic,Closed,Case about Digital Media,Brazil,Chatbot,Health Care
0012w00000LRftwAAD,Medium,2020-07-17,29,Phone,Installation,Compliant,Basic,Closed,Case about Digital Media,Belgium,Call center Agent,Entertainment
0012w00000LRftxAAD,Low,2020-07-18,117,Chat,Breakdown,Open Violation,Basic,Closed,Case about Digital Media,China,Onsite Agent,Computer Software
0012w00000LRftyAAD,Low,2020-07-19,46,Phone,Equipment Design,Compliant,Basic,Closed,Case about Digital Media,United Arab Emirates,Self,Construction
0012w00000LRftzAAD,Medium,2020-07-20,108,Phone,Breakdown,Compliant,Premium,Closed,Case about Digital Media,United States of America,Knowledge Portal,Health Care
0012w00000LRfu0AAD,Low,2020-07-21,33,Chat,Installation,Compliant,Basic,Closed,Case about Digital Media,India,Chatbot,Manufacturing
0012w00000LRfu1AAD,Low,2020-07-22,91,Phone,Equipment Complexity,Compliant,Basic,Closed,Case about Digital Media,The United Kingdom,Call center Agent,Consumer Goods
0012w00000LRfu2AAD,Low,2020-07-23,29,Phone,Performance,Compliant,Basic,Closed,Case about Digital Media,Russia,Onsite Agent,Travel
0012w00000LRfu3AAD,Low,2020-07-24,49,Email,Other,Compliant,Basic,Closed,Case about Digital Media,Canada,Self,Entertainment
0012w00000LRfu4AAD,Low,2020-07-25,60,Chat,Other,Compliant,Premium,Closed,Case about Digital Media,Israel,Knowledge Portal,Computer Software
0012w00000LRfu5AAD,Medium,2020-07-26,38,Chat,Equipment Design,Compliant,Premium,On Hold,Case about Digital Media,Australia,Chatbot,Construction
0012w00000LRfu6AAD,Low,2020-07-27,16,Chat,Breakdown,Compliant,Premium,Closed,Case about Digital Media,Austria,Call center Agent,Health Care
0012w00000LRfu7AAD,Medium,2020-07-28,33,Phone,Breakdown,Compliant,Basic,Closed,Case about Digital Media,Belarus,Onsite Agent,Manufacturing
0012w00000LRfu8AAD,Low,2020-07-29,69,Phone,Equipment Complexity,Compliant,Premium,Working,Case about Digital Media,Brazil,Self,Consumer Goods
0012w00000LRfu9AAD,High,2020-07-30,72,Phone,Equipment Design,Compliant,Basic,Working,Case about Digital Media,Belgium,Knowledge Portal,Health Care
0012w00000LRfuAAAT,Medium,2020-07-31,35,Chat,Installation,Compliant,Basic,Working,Case about Digital Media,China,Chatbot,Entertainment
0012w00000LRfuBAAT,Low,2020-08-01,109,Chat,Performance,Compliant,Basic,Closed,Case about Digital Media,United Arab Emirates,Call center Agent,Computer Software
0012w00000LRfuCAAT,Low,2020-08-02,36,Web,Feedback,Compliant,Basic,Closed,Case about Digital Media,United States of America,Onsite Agent,Construction
0012w00000LRfuDAAT,Medium,2020-08-03,100,Phone,Feedback,Compliant,Basic,Closed,Case about Digital Media,India,Self,Health Care
0012w00000LRfuEAAT,Medium,2020-08-04,66,Email,Breakdown,Compliant,Premium,Closed,Case about Digital Media,The United Kingdom,Knowledge Portal,Manufacturing
0012w00000LRfuFAAT,Low,2020-08-05,78,Email,Performance,Compliant,Basic,Closed,Case about Digital Media,Russia,Chatbot,Consumer Goods
0012w00000LRfiSAAT,Low,2020-08-06,97,Chat,Installation,Open Violation,Basic,Closed,Case about Digital Media,Canada,Call center Agent,Health Care
0012w00000LRfiTAAT,Low,2020-08-07,34,Email,Other,Compliant,Basic,Closed,Case about Digital Media,Israel,Onsite Agent,Entertainment
0012w00000LRfiUAAT,High,2020-08-08,78,Email,Equipment Design,Compliant,Basic,Closed,Case about Digital Media,Australia,Self,Computer Software
0012w00000LRfiVAAT,Medium,2020-08-09,20,Email,Breakdown,Compliant,Basic,Closed,Case about Digital Media,Austria,Knowledge Portal,Construction
0012w00000LRfiWAAT,Low,2020-08-10,93,Web,Equipment Complexity,Compliant,Premium,Closed,Case about Digital Media,Belarus,Chatbot,Health Care
0012w00000LRfiXAAT,Low,2020-08-11,98,Web,Breakdown,Compliant,Basic,Closed,Case about Digital Media,Brazil,Call center Agent,Manufacturing
0012w00000LRfiYAAT,Low,2020-08-12,66,Phone,Other,Compliant,Basic,Closed,Case about Digital Media,Belgium,Onsite Agent,Consumer Goods
0012w00000LRfiZAAT,High,2020-08-13,95,Chat,Equipment Complexity,Compliant,Basic,Closed,Case about Digital Media,China,Self,Health Care
0012w00000LRfiaAAD,High,2020-08-14,44,Chat,Performance,Compliant,Premium,Closed,Case about Digital Media,United Arab Emirates,Knowledge Portal,Entertainment
0012w00000LRfibAAD,Medium,2020-08-15,107,Phone,Breakdown,Compliant,Basic,Closed,Case about Digital Media,United States of America,Chatbot,Computer Software
0012w00000LRficAAD,Low,2020-08-16,38,Email,Equipment Design,Compliant,Basic,Closed,Case about Digital Media,India,Call center Agent,Construction
0012w00000LRfidAAD,Low,2020-08-17,105,Web,Equipment Design,Compliant,Premium,Closed,Case about Digital Media,The United Kingdom,Onsite Agent,Health Care
0012w00000LRfieAAD,Medium,2020-08-18,50,Email,Other,Compliant,Basic,Closed,Case about Digital Media,Russia,Self,Manufacturing
0012w00000LRfifAAD,Low,2020-08-19,82,Email,Other,Compliant,Premium,Closed,Case about Digital Media,Canada,Knowledge Portal,Consumer Goods
0012w00000LRfigAAD,Medium,2020-08-20,75,Email,Other,Open Violation,Premium,Closed,Case about Digital Media,Israel,Chatbot,Health Care
0012w00000LRfihAAD,Medium,2020-08-21,28,Web,Installation,Compliant,Basic,Closed,Case about Digital Media,Australia,Call center Agent,Entertainment
0012w00000LRfiiAAD,Low,2020-08-22,78,Email,Installation,Compliant,Premium,Closed,Case about Digital Media,Austria,Onsite Agent,Computer Software
0012w00000LRfnyAAD,Medium,2020-08-23,35,Web,Feedback,Compliant,Basic,Closed,Case about Digital Media,Belarus,Self,Construction
0012w00000LRfnzAAD,Medium,2020-08-24,75,Phone,Installation,Compliant,Premium,Closed,Case about Digital Media,Brazil,Knowledge Portal,Health Care
0012w00000LRfo0AAD,Low,2020-08-25,97,Chat,Other,Open Violation,Basic,Closed,Case about Digital Media,Belgium,Chatbot,Manufacturing
0012w00000LRfo1AAD,Low,2020-08-26,94,Phone,Performance,Compliant,Premium,Closed,Case about Digital Media,China,Call center Agent,Consumer Goods
0012w00000LRfo2AAD,Low,2020-08-27,60,Web,Breakdown,Compliant,Basic,Closed,Case about Digital Media,United Arab Emirates,Onsite Agent,Travel
0012w00000LRfo3AAD,Low,2020-08-28,90,Phone,Installation,Compliant,Premium,Closed,Case about Digital Media,United States of America,Self,Entertainment
0012w00000LRfo4AAD,Low,2020-08-29,115,Chat,Equipment Design,Compliant,Premium,Closed,Case about Digital Media,India,Knowledge Portal,Computer Software
0012w00000LRfo5AAD,Low,2020-08-30,49,Web,Feedback,Compliant,Premium,Closed,Case about Digital Media,The United Kingdom,Chatbot,Construction
0012w00000LRfo6AAD,Low,2020-08-31,86,Web,Other,Compliant,Basic,Closed,Case about Digital Media,Russia,Call center Agent,Health Care
0012w00000LRfo7AAD,Low,2020-09-01,91,Chat,Installation,Compliant,Basic,Closed,Case about Digital Media,Canada,Onsite Agent,Manufacturing
0012w00000LRfo8AAD,Low,2020-09-02,79,Email,Breakdown,Compliant,Premium,Closed,Case about Digital Media,Israel,Self,Consumer Goods
0012w00000LRfo9AAD,Low,2020-09-03,49,Web,Equipment Design,Compliant,Basic,Closed,Case about Digital Media,Australia,Knowledge Portal,Travel
0012w00000LRfoAAAT,Medium,2020-09-04,74,Email,Equipment Complexity,Compliant,Basic,Closed,Case about Digital Media,Austria,Chatbot,Entertainment
0012w00000LRfoBAAT,High,2020-09-05,98,Web,Equipment Design,Compliant,Basic,Closed,Case about Digital Media,Belarus,Call center Agent,Computer Software
0012w00000LRfoCAAT,Low,2020-09-06,33,Chat,Breakdown,Compliant,Basic,Closed,Case about Digital Media,Brazil,Onsite Agent,Construction
0012w00000LRfoDAAT,Low,2020-09-07,84,Chat,Other,Compliant,Premium,Closed,Case about Digital Media,Belgium,Self,Health Care
0012w00000LRfoEAAT,High,2020-09-08,97,Web,Installation,Compliant,Premium,Closed,Case about Digital Media,China,Knowledge Portal,Manufacturing
0012w00000LRfoFAAT,Low,2020-09-09,87,Web,Breakdown,Compliant,Premium,Closed,Case about Digital Media,United Arab Emirates,Chatbot,Consumer Goods
0012w00000LRfoGAAT,Low,2020-09-10,39,Web,Breakdown,Compliant,Basic,Closed,Case about Digital Media,United States of America,Call center Agent,Travel
0012w00000LRfoHAAT,Low,2020-09-11,90,Web,Breakdown,Open Violation,Basic,Closed,Case about Digital Media,India,Onsite Agent,Entertainment
