AnlyTxHack__Date_Reported__c,AnlyTxHack__Country_Code__c,AnlyTxHack__Country__c,AnlyTxHack__New_Cases__c,AnlyTxHack__Cumulative_Cases__c,AnlyTxHack__New_Deaths__c,AnlyTxHack__Cumulative_Deaths__c
2020-06-01,BS,Bahamas,0,101,0,11
2020-06-02,BS,Bahamas,1,102,0,11
2020-06-03,BS,Bahamas,0,102,0,11
2020-06-04,BS,Bahamas,0,102,0,11
2020-06-05,BS,Bahamas,0,102,0,11
2020-06-06,BS,Bahamas,0,102,0,11
2020-06-07,BS,Bahamas,1,103,0,11
2020-06-08,BS,Bahamas,0,103,0,11
2020-06-09,BS,Bahamas,0,103,0,11
2020-06-10,BS,Bahamas,0,103,0,11
2020-06-11,BS,Bahamas,0,103,0,11
2020-06-12,BS,Bahamas,0,103,0,11
2020-06-13,BS,Bahamas,0,103,0,11
2020-06-14,BS,Bahamas,0,103,0,11
2020-06-15,BS,Bahamas,0,103,0,11
2020-06-16,BS,Bahamas,1,104,0,11
2020-06-17,BS,Bahamas,0,104,0,11
2020-06-18,BS,Bahamas,0,104,0,11
2020-06-19,BS,Bahamas,0,104,0,11
2020-06-20,BS,Bahamas,0,104,0,11
2020-06-21,BS,Bahamas,0,104,0,11
2020-06-22,BS,Bahamas,0,104,0,11
2020-06-23,BS,Bahamas,0,104,0,11
2020-06-24,BS,Bahamas,0,104,0,11
2020-06-25,BS,Bahamas,0,104,0,11
2020-06-26,BS,Bahamas,0,104,0,11
2020-06-27,BS,Bahamas,0,104,0,11
2020-06-28,BS,Bahamas,0,104,0,11
2020-06-29,BS,Bahamas,0,104,0,11
2020-06-30,BS,Bahamas,0,104,0,11
2020-07-01,BS,Bahamas,0,104,0,11
2020-07-02,BS,Bahamas,0,104,0,11
2020-07-03,BS,Bahamas,0,104,0,11
2020-07-04,BS,Bahamas,0,104,0,11
2020-07-05,BS,Bahamas,0,104,0,11
2020-07-06,BS,Bahamas,0,104,0,11
2020-07-07,BS,Bahamas,0,104,0,11
2020-07-08,BS,Bahamas,0,104,0,11
2020-07-09,BS,Bahamas,0,104,0,11
2020-07-10,BS,Bahamas,2,106,0,11
2020-07-11,BS,Bahamas,1,107,0,11
2020-07-12,BS,Bahamas,1,108,0,11
2020-07-13,BS,Bahamas,3,111,0,11
2020-07-14,BS,Bahamas,0,111,0,11
2020-07-15,BS,Bahamas,2,113,0,11
2020-07-16,BS,Bahamas,3,116,0,11
2020-07-17,BS,Bahamas,3,119,0,11
2020-07-18,BS,Bahamas,5,124,0,11
2020-07-19,BS,Bahamas,5,129,0,11
2020-07-20,BS,Bahamas,9,138,0,11
2020-07-21,BS,Bahamas,15,153,0,11
2020-07-22,BS,Bahamas,21,174,0,11
2020-07-23,BS,Bahamas,20,194,0,11
2020-07-24,BS,Bahamas,25,219,0,11
2020-07-25,BS,Bahamas,55,274,0,11
2020-07-26,BS,Bahamas,42,316,0,11
2020-07-27,BS,Bahamas,10,326,0,11
2020-07-28,BS,Bahamas,16,342,0,11
2020-07-29,BS,Bahamas,40,382,0,11
2020-07-30,BS,Bahamas,65,447,0,11
2020-07-31,BS,Bahamas,37,484,0,11
2020-08-01,BS,Bahamas,24,508,3,14
2020-08-02,BS,Bahamas,0,508,0,14
2020-08-03,BS,Bahamas,66,574,0,14
2020-08-04,BS,Bahamas,74,648,0,14
2020-08-05,BS,Bahamas,31,679,0,14
2020-08-06,BS,Bahamas,36,715,0,14
2020-08-07,BS,Bahamas,36,751,0,14
2020-08-08,BS,Bahamas,10,761,0,14
2020-08-09,BS,Bahamas,69,830,0,14
2020-08-10,BS,Bahamas,48,878,0,14
2020-08-11,BS,Bahamas,20,898,1,15
2020-08-12,BS,Bahamas,47,945,0,15
2020-08-13,BS,Bahamas,44,989,0,15
2020-08-14,BS,Bahamas,47,1036,0,15
2020-08-15,BS,Bahamas,53,1089,0,15
2020-08-16,BS,Bahamas,30,1119,2,17
2020-08-17,BS,Bahamas,133,1252,0,17
2020-08-18,BS,Bahamas,63,1315,1,18
2020-08-19,BS,Bahamas,14,1329,1,19
2020-08-20,BS,Bahamas,95,1424,1,20
2020-08-21,BS,Bahamas,107,1531,2,22
2020-08-22,BS,Bahamas,79,1610,1,23
2020-08-23,BS,Bahamas,93,1703,4,27
2020-08-24,BS,Bahamas,62,1765,2,29
2020-08-25,BS,Bahamas,0,1765,0,29
2020-08-26,BS,Bahamas,33,1798,17,46
2020-08-27,BS,Bahamas,15,1813,2,48
2020-08-28,BS,Bahamas,110,1923,0,48
2020-08-29,BS,Bahamas,97,2020,2,50
2020-08-30,BS,Bahamas,37,2057,-10,40
2020-08-31,BS,Bahamas,78,2135,3,43
2020-09-01,BS,Bahamas,32,2167,0,43
2020-09-02,BS,Bahamas,50,2217,1,44
2020-09-03,BS,Bahamas,59,2276,2,46
2020-09-04,BS,Bahamas,61,2337,1,47
2020-09-05,BS,Bahamas,49,2386,3,50
2020-09-06,BS,Bahamas,90,2476,5,55
2020-09-07,BS,Bahamas,0,2476,0,55
2020-09-08,BS,Bahamas,70,2546,3,58
2020-09-09,BS,Bahamas,39,2585,1,59
2020-09-10,BS,Bahamas,72,2657,4,63
2020-09-11,BS,Bahamas,64,2721,0,63
2020-09-12,BS,Bahamas,93,2814,2,65
2020-09-13,BS,Bahamas,60,2874,2,67
2020-09-14,BS,Bahamas,54,2928,0,67
2020-09-15,BS,Bahamas,46,2974,0,67
2020-09-16,BS,Bahamas,34,3008,1,68
2020-09-17,BS,Bahamas,24,3032,1,69
2020-09-18,BS,Bahamas,55,3087,0,69
2020-09-19,BS,Bahamas,90,3177,0,69
2020-09-20,BS,Bahamas,0,3177,0,69
2020-09-21,BS,Bahamas,138,3315,5,74
2020-09-22,BS,Bahamas,55,3370,0,74
2020-09-23,BS,Bahamas,48,3418,1,75
2020-09-24,BS,Bahamas,49,3467,2,77
2020-09-25,BS,Bahamas,151,3618,3,80
2020-09-26,BS,Bahamas,81,3699,6,86
2020-09-27,BS,Bahamas,91,3790,3,89
2020-09-28,BS,Bahamas,48,3838,0,89
2020-09-29,BS,Bahamas,0,3838,0,89
2020-09-30,BS,Bahamas,65,3903,2,91
2020-10-01,BS,Bahamas,119,4022,4,95
2020-10-02,BS,Bahamas,101,4123,1,96
2020-10-03,BS,Bahamas,97,4220,0,96
2020-10-04,BS,Bahamas,112,4332,0,96
2020-10-05,BS,Bahamas,77,4409,0,96
2020-10-06,BS,Bahamas,43,4452,0,96
2020-10-07,BS,Bahamas,107,4559,4,100
2020-10-08,BS,Bahamas,73,4632,2,102
2020-10-09,BS,Bahamas,81,4713,0,102
2020-10-10,BS,Bahamas,151,4864,0,102
2020-10-11,BS,Bahamas,91,4955,4,106
2020-10-12,BS,Bahamas,68,5023,0,106
2020-10-13,BS,Bahamas,55,5078,1,107
2020-10-14,BS,Bahamas,85,5163,1,108
2020-10-15,BS,Bahamas,28,5191,1,109
2020-10-16,BS,Bahamas,194,5385,3,112
2020-10-17,BS,Bahamas,132,5517,2,114
2020-10-18,BS,Bahamas,111,5628,2,116
2020-10-19,BS,Bahamas,75,5703,6,122
2020-10-20,BS,Bahamas,70,5773,1,123
2020-10-21,BS,Bahamas,150,5923,1,124
2020-10-22,BS,Bahamas,128,6051,3,127
2020-10-23,BS,Bahamas,84,6135,3,130
2020-10-24,BS,Bahamas,133,6268,0,130
2020-10-25,BS,Bahamas,0,6268,0,130
2020-10-26,BS,Bahamas,142,6410,2,132
2020-10-27,BS,Bahamas,56,6466,0,132
2020-10-28,BS,Bahamas,36,6502,4,136
2020-10-29,BS,Bahamas,47,6549,0,136
2020-10-30,BS,Bahamas,58,6607,2,138
2020-10-31,BS,Bahamas,37,6644,4,142
2020-11-01,BS,Bahamas,0,6644,0,142
2020-11-02,BS,Bahamas,91,6735,4,146
2020-11-03,BS,Bahamas,24,6759,2,148
2020-11-04,BS,Bahamas,31,6790,1,149
2020-11-05,BS,Bahamas,53,6843,1,150
2020-11-06,BS,Bahamas,39,6882,0,150
2020-11-07,BS,Bahamas,34,6916,1,151
2020-11-08,BS,Bahamas,0,6916,0,151
2020-11-09,BS,Bahamas,31,6947,1,152
2020-11-10,BS,Bahamas,37,6984,2,154
2020-11-11,BS,Bahamas,28,7012,0,154
2020-11-12,BS,Bahamas,48,7060,0,154
2020-11-13,BS,Bahamas,64,7124,1,155
2020-11-14,BS,Bahamas,39,7163,0,155
2020-11-15,BS,Bahamas,0,7163,0,155
2020-11-16,BS,Bahamas,0,7163,0,155
2020-11-17,BS,Bahamas,93,7256,8,163
2020-11-18,BS,Bahamas,56,7312,0,163
2020-11-19,BS,Bahamas,11,7323,0,163
2020-11-20,BS,Bahamas,25,7348,0,163
2020-11-21,BS,Bahamas,19,7367,0,163
2020-11-22,BS,Bahamas,0,7367,0,163
2020-11-23,BS,Bahamas,46,7413,0,163
2020-11-24,BS,Bahamas,18,7431,0,163
2020-11-25,BS,Bahamas,29,7460,0,163
2020-11-26,BS,Bahamas,9,7469,0,163
2020-01-03,BH,Bahrain,0,0,0,0
2020-01-04,BH,Bahrain,0,0,0,0
2020-01-05,BH,Bahrain,0,0,0,0
2020-01-06,BH,Bahrain,0,0,0,0
2020-01-07,BH,Bahrain,0,0,0,0
2020-01-08,BH,Bahrain,0,0,0,0
2020-01-09,BH,Bahrain,0,0,0,0
2020-01-10,BH,Bahrain,0,0,0,0
2020-01-11,BH,Bahrain,0,0,0,0
2020-01-12,BH,Bahrain,0,0,0,0
2020-01-13,BH,Bahrain,0,0,0,0
2020-01-14,BH,Bahrain,0,0,0,0
2020-01-15,BH,Bahrain,0,0,0,0
2020-01-16,BH,Bahrain,0,0,0,0
2020-01-17,BH,Bahrain,0,0,0,0
2020-01-18,BH,Bahrain,0,0,0,0
2020-01-19,BH,Bahrain,0,0,0,0
2020-01-20,BH,Bahrain,0,0,0,0
2020-01-21,BH,Bahrain,0,0,0,0
2020-01-22,BH,Bahrain,0,0,0,0
2020-01-23,BH,Bahrain,0,0,0,0
2020-01-24,BH,Bahrain,0,0,0,0
2020-01-25,BH,Bahrain,0,0,0,0
2020-01-26,BH,Bahrain,0,0,0,0
2020-01-27,BH,Bahrain,0,0,0,0
2020-01-28,BH,Bahrain,0,0,0,0
2020-01-29,BH,Bahrain,0,0,0,0
2020-01-30,BH,Bahrain,0,0,0,0
2020-01-31,BH,Bahrain,0,0,0,0
2020-02-01,BH,Bahrain,0,0,0,0
2020-02-02,BH,Bahrain,0,0,0,0
2020-02-03,BH,Bahrain,0,0,0,0
2020-02-04,BH,Bahrain,0,0,0,0
2020-02-05,BH,Bahrain,0,0,0,0
2020-02-06,BH,Bahrain,0,0,0,0
2020-02-07,BH,Bahrain,0,0,0,0
2020-02-08,BH,Bahrain,0,0,0,0
2020-02-09,BH,Bahrain,0,0,0,0
2020-02-10,BH,Bahrain,0,0,0,0
2020-02-11,BH,Bahrain,0,0,0,0
2020-02-12,BH,Bahrain,0,0,0,0
2020-02-13,BH,Bahrain,0,0,0,0
2020-02-14,BH,Bahrain,0,0,0,0
2020-02-15,BH,Bahrain,0,0,0,0
2020-02-16,BH,Bahrain,0,0,0,0
2020-02-17,BH,Bahrain,0,0,0,0
2020-02-18,BH,Bahrain,0,0,0,0
2020-02-19,BH,Bahrain,0,0,0,0
2020-02-20,BH,Bahrain,0,0,0,0
2020-02-21,BH,Bahrain,0,0,0,0
2020-02-22,BH,Bahrain,0,0,0,0
2020-02-23,BH,Bahrain,0,0,0,0
2020-02-24,BH,Bahrain,6,6,0,0
2020-02-25,BH,Bahrain,15,21,0,0
2020-02-26,BH,Bahrain,16,37,0,0
2020-02-27,BH,Bahrain,0,37,0,0
2020-02-28,BH,Bahrain,5,42,0,0
2020-02-29,BH,Bahrain,2,44,0,0
2020-03-01,BH,Bahrain,0,44,0,0
2020-03-02,BH,Bahrain,9,53,0,0
2020-03-03,BH,Bahrain,0,53,0,0
2020-03-04,BH,Bahrain,0,53,0,0
2020-03-05,BH,Bahrain,0,53,0,0
2020-03-06,BH,Bahrain,0,53,0,0
2020-03-07,BH,Bahrain,7,60,0,0
2020-03-08,BH,Bahrain,23,83,0,0
2020-03-09,BH,Bahrain,16,99,0,0
2020-03-10,BH,Bahrain,15,114,0,0
2020-03-11,BH,Bahrain,79,193,0,0
2020-03-12,BH,Bahrain,6,199,0,0
2020-03-13,BH,Bahrain,0,199,0,0
2020-03-14,BH,Bahrain,16,215,0,0
2020-03-15,BH,Bahrain,3,218,0,0
2020-03-16,BH,Bahrain,7,225,1,1
2020-03-17,BH,Bahrain,16,241,0,1
2020-03-18,BH,Bahrain,19,260,0,1
2020-03-19,BH,Bahrain,13,273,0,1
2020-03-20,BH,Bahrain,12,285,0,1
2020-03-21,BH,Bahrain,21,306,0,1
2020-03-22,BH,Bahrain,28,334,1,2
2020-03-23,BH,Bahrain,5,339,0,2
2020-03-24,BH,Bahrain,51,390,1,3
2020-03-25,BH,Bahrain,29,419,0,3
2020-03-26,BH,Bahrain,38,457,1,4
2020-03-27,BH,Bahrain,9,466,0,4
2020-03-28,BH,Bahrain,7,473,0,4
2020-03-29,BH,Bahrain,26,499,0,4
2020-03-30,BH,Bahrain,16,515,0,4
2020-03-31,BH,Bahrain,52,567,0,4
2020-04-01,BH,Bahrain,2,569,0,4
2020-04-02,BH,Bahrain,66,635,0,4
2020-04-03,BH,Bahrain,37,672,0,4
2020-04-04,BH,Bahrain,16,688,0,4
2020-04-05,BH,Bahrain,10,698,0,4
2020-04-06,BH,Bahrain,25,723,0,4
2020-04-07,BH,Bahrain,88,811,0,4
2020-04-08,BH,Bahrain,10,821,1,5
2020-04-09,BH,Bahrain,34,855,0,5
2020-04-10,BH,Bahrain,58,913,1,6
2020-04-11,BH,Bahrain,103,1016,0,6
2020-04-12,BH,Bahrain,71,1087,0,6
2020-04-13,BH,Bahrain,261,1348,0,6
2020-04-14,BH,Bahrain,180,1528,1,7
2020-04-15,BH,Bahrain,143,1671,0,7
2020-04-16,BH,Bahrain,27,1698,0,7
2020-04-17,BH,Bahrain,42,1740,0,7
2020-04-18,BH,Bahrain,27,1767,0,7
2020-04-19,BH,Bahrain,106,1873,0,7
2020-04-20,BH,Bahrain,22,1895,0,7
2020-04-21,BH,Bahrain,57,1952,0,7
2020-04-22,BH,Bahrain,55,2007,0,7
2020-04-23,BH,Bahrain,91,2098,1,8
2020-04-24,BH,Bahrain,408,2506,0,8
2020-04-25,BH,Bahrain,82,2588,0,8
2020-04-26,BH,Bahrain,45,2633,0,8
2020-04-27,BH,Bahrain,75,2708,0,8
2020-04-28,BH,Bahrain,102,2810,0,8
2020-04-29,BH,Bahrain,59,2869,0,8
2020-04-30,BH,Bahrain,168,3037,0,8
2020-05-01,BH,Bahrain,132,3169,0,8
2020-05-02,BH,Bahrain,104,3273,0,8
2020-05-03,BH,Bahrain,83,3356,0,8
2020-05-04,BH,Bahrain,108,3464,0,8
2020-05-05,BH,Bahrain,215,3679,0,8
2020-05-06,BH,Bahrain,163,3842,0,8
2020-05-07,BH,Bahrain,289,4131,0,8
2020-05-08,BH,Bahrain,273,4404,0,8
2020-05-09,BH,Bahrain,191,4595,0,8
2020-05-10,BH,Bahrain,261,4856,0,8
2020-05-11,BH,Bahrain,301,5157,0,8
2020-05-12,BH,Bahrain,252,5409,1,9
2020-05-13,BH,Bahrain,371,5780,0,9
2020-05-14,BH,Bahrain,289,6069,1,10
2020-05-15,BH,Bahrain,349,6418,0,10
2020-05-16,BH,Bahrain,237,6655,2,12
2020-05-17,BH,Bahrain,275,6930,0,12
2020-05-18,BH,Bahrain,226,7156,0,12
2020-05-19,BH,Bahrain,218,7374,0,12
2020-05-20,BH,Bahrain,158,7532,0,12
2020-05-21,BH,Bahrain,507,8039,0,12
2020-05-22,BH,Bahrain,135,8174,0,12
2020-05-23,BH,Bahrain,240,8414,0,12
2020-05-24,BH,Bahrain,388,8802,1,13
2020-05-25,BH,Bahrain,336,9138,0,13
2020-05-26,BH,Bahrain,33,9171,1,14
2020-05-27,BH,Bahrain,195,9366,0,14
2020-05-28,BH,Bahrain,326,9692,1,15
2020-05-29,BH,Bahrain,360,10052,0,15
2020-05-30,BH,Bahrain,397,10449,0,15
2020-05-31,BH,Bahrain,344,10793,2,17
2020-06-01,BH,Bahrain,605,11398,2,19
2020-06-02,BH,Bahrain,473,11871,0,19
2020-06-03,BH,Bahrain,440,12311,0,19
2020-06-04,BH,Bahrain,504,12815,1,20
2020-06-05,BH,Bahrain,481,13296,1,21
2020-06-06,BH,Bahrain,539,13835,1,22
2020-06-07,BH,Bahrain,548,14383,2,24
2020-06-08,BH,Bahrain,379,14762,2,26
2020-06-09,BH,Bahrain,654,15416,1,27
2020-06-10,BH,Bahrain,783,16199,2,29
2020-06-11,BH,Bahrain,468,16667,3,32
2020-06-12,BH,Bahrain,602,17269,4,36
2020-06-13,BH,Bahrain,444,17713,0,36
2020-06-14,BH,Bahrain,514,18227,3,39
2020-06-15,BH,Bahrain,317,18544,4,43
2020-06-16,BH,Bahrain,469,19013,3,46
2020-06-17,BH,Bahrain,540,19553,1,47
2020-06-18,BH,Bahrain,408,19961,2,49
2020-06-19,BH,Bahrain,469,20430,6,55
2020-06-20,BH,Bahrain,486,20916,2,57
2020-06-21,BH,Bahrain,415,21331,3,60
2020-06-22,BH,Bahrain,433,21764,3,63
2020-06-23,BH,Bahrain,643,22407,2,65
2020-06-24,BH,Bahrain,655,23062,2,67
2020-06-25,BH,Bahrain,508,23570,2,69
2020-06-26,BH,Bahrain,511,24081,2,71
2020-06-27,BH,Bahrain,724,24805,2,73
2020-06-28,BH,Bahrain,462,25267,5,78
2020-06-29,BH,Bahrain,438,25705,5,83
2020-06-30,BH,Bahrain,534,26239,1,84
2020-07-01,BH,Bahrain,519,26758,3,87
2020-07-02,BH,Bahrain,656,27414,5,92
2020-07-03,BH,Bahrain,423,27837,2,94
2020-07-04,BH,Bahrain,573,28410,1,95
2020-07-05,BH,Bahrain,447,28857,1,96
2020-07-06,BH,Bahrain,510,29367,1,97
2020-07-07,BH,Bahrain,454,29821,1,98
2020-07-08,BH,Bahrain,500,30321,0,98
2020-07-09,BH,Bahrain,610,30931,0,98
2020-07-10,BH,Bahrain,597,31528,5,103
2020-07-11,BH,Bahrain,511,32039,1,104
2020-07-12,BH,Bahrain,431,32470,0,104
2020-07-13,BH,Bahrain,471,32941,4,108
2020-07-14,BH,Bahrain,535,33476,1,109
2020-07-15,BH,Bahrain,602,34078,2,111
2020-07-16,BH,Bahrain,482,34560,6,117
2020-07-17,BH,Bahrain,524,35084,4,121
2020-07-18,BH,Bahrain,389,35473,3,124
2020-07-19,BH,Bahrain,531,36004,0,124
2020-07-20,BH,Bahrain,418,36422,2,126
2020-07-21,BH,Bahrain,514,36936,2,128
2020-07-22,BH,Bahrain,380,37316,1,129
2020-07-23,BH,Bahrain,321,37637,1,130
2020-07-24,BH,Bahrain,359,37996,4,134
2020-07-25,BH,Bahrain,462,38458,2,136
2020-07-26,BH,Bahrain,289,38747,1,137
2020-07-27,BH,Bahrain,384,39131,4,141
2020-07-28,BH,Bahrain,351,39482,0,141
2020-07-29,BH,Bahrain,439,39921,0,141
2020-07-30,BH,Bahrain,390,40311,3,144
2020-07-31,BH,Bahrain,444,40755,2,146
2020-08-01,BH,Bahrain,227,40982,1,147
2020-08-02,BH,Bahrain,208,41190,0,147
2020-08-03,BH,Bahrain,346,41536,0,147
2020-08-04,BH,Bahrain,299,41835,3,150
2020-08-05,BH,Bahrain,297,42132,2,152
2020-08-06,BH,Bahrain,382,42514,4,156
2020-08-07,BH,Bahrain,375,42889,0,156
2020-08-08,BH,Bahrain,418,43307,3,159
2020-08-09,BH,Bahrain,322,43629,2,161
2020-08-10,BH,Bahrain,382,44011,1,162
2020-08-11,BH,Bahrain,386,44397,1,163
2020-08-12,BH,Bahrain,407,44804,2,165
2020-08-13,BH,Bahrain,460,45264,1,166
2020-08-14,BH,Bahrain,462,45726,1,167
2020-08-15,BH,Bahrain,326,46052,1,168
2020-08-16,BH,Bahrain,378,46430,2,170
2020-08-17,BH,Bahrain,405,46835,0,170
2020-08-18,BH,Bahrain,350,47185,3,173
2020-08-19,BH,Bahrain,396,47581,2,175
2020-08-20,BH,Bahrain,369,47950,3,178
2020-08-21,BH,Bahrain,353,48303,1,179
2020-08-22,BH,Bahrain,358,48661,2,181
2020-08-23,BH,Bahrain,377,49038,2,183
2020-08-24,BH,Bahrain,292,49330,1,184
2020-08-25,BH,Bahrain,389,49719,1,185
2020-08-26,BH,Bahrain,357,50076,1,186
2020-08-27,BH,Bahrain,317,50393,0,186
2020-08-28,BH,Bahrain,363,50756,2,188
2020-08-29,BH,Bahrain,357,51113,1,189
2020-08-30,BH,Bahrain,278,51391,0,189
2020-08-31,BH,Bahrain,183,51574,0,189
2020-09-01,BH,Bahrain,398,51972,1,190
2020-09-02,BH,Bahrain,468,52440,0,190
2020-09-03,BH,Bahrain,367,52807,0,190
2020-09-04,BH,Bahrain,626,53433,0,190
2020-09-05,BH,Bahrain,662,54095,5,195
2020-09-06,BH,Bahrain,676,54771,1,196
2020-09-07,BH,Bahrain,644,55415,3,199
2020-09-08,BH,Bahrain,661,56076,1,200
2020-09-09,BH,Bahrain,702,56778,2,202
2020-09-10,BH,Bahrain,672,57450,1,203
2020-09-11,BH,Bahrain,757,58207,4,207
2020-09-12,BH,Bahrain,632,58839,1,208
2020-09-13,BH,Bahrain,747,59586,4,212
2020-09-14,BH,Bahrain,721,60307,1,213
2020-09-15,BH,Bahrain,658,60965,0,213
2020-09-16,BH,Bahrain,678,61643,0,213
2020-09-17,BH,Bahrain,841,62484,3,216
2020-09-18,BH,Bahrain,705,63189,1,217
2020-09-19,BH,Bahrain,690,63879,3,220
2020-09-20,BH,Bahrain,620,64499,1,221
2020-09-21,BH,Bahrain,540,65039,0,221
2020-09-22,BH,Bahrain,713,65752,3,224
2020-09-23,BH,Bahrain,650,66402,3,227
2020-09-24,BH,Bahrain,612,67014,4,231
2020-09-25,BH,Bahrain,687,67701,0,231
2020-09-26,BH,Bahrain,489,68190,5,236
2020-09-27,BH,Bahrain,585,68775,3,239
2020-09-28,BH,Bahrain,586,69361,3,242
2020-09-29,BH,Bahrain,487,69848,3,245
2020-09-30,BH,Bahrain,574,70422,1,246
2020-10-01,BH,Bahrain,442,70864,5,251
2020-10-02,BH,Bahrain,510,71374,3,254
2020-10-03,BH,Bahrain,429,71803,1,255
2020-10-04,BH,Bahrain,507,72310,3,258
2020-10-05,BH,Bahrain,352,72662,2,260
2020-10-06,BH,Bahrain,454,73116,1,261
2020-10-07,BH,Bahrain,360,73476,1,262
2020-10-08,BH,Bahrain,456,73932,0,262
2020-10-09,BH,Bahrain,490,74422,2,264
2020-10-10,BH,Bahrain,438,74860,7,271
2020-10-11,BH,Bahrain,427,75287,2,273
2020-10-12,BH,Bahrain,327,75614,2,275
2020-10-13,BH,Bahrain,334,75948,5,280
2020-10-14,BH,Bahrain,324,76272,5,285
2020-10-15,BH,Bahrain,349,76621,2,287
2020-10-16,BH,Bahrain,333,76954,2,289
2020-10-17,BH,Bahrain,371,77325,3,292
2020-10-18,BH,Bahrain,246,77571,1,293
2020-10-19,BH,Bahrain,331,77902,7,300
2020-10-20,BH,Bahrain,322,78224,2,302
2020-10-21,BH,Bahrain,309,78533,3,305
2020-10-22,BH,Bahrain,374,78907,3,308
2020-10-23,BH,Bahrain,304,79211,0,308
2020-10-24,BH,Bahrain,363,79574,3,311
2020-10-25,BH,Bahrain,401,79975,1,312
2020-10-26,BH,Bahrain,280,80255,0,312
2020-10-27,BH,Bahrain,278,80533,4,316
2020-10-28,BH,Bahrain,232,80765,0,316
2020-10-29,BH,Bahrain,257,81022,1,317
2020-10-30,BH,Bahrain,240,81262,0,317
2020-10-31,BH,Bahrain,204,81466,2,319
2020-11-01,BH,Bahrain,179,81645,2,321
2020-11-02,BH,Bahrain,278,81923,0,321
2020-11-03,BH,Bahrain,210,82133,1,322
2020-11-04,BH,Bahrain,230,82363,2,324
2020-11-05,BH,Bahrain,261,82624,3,327
2020-11-06,BH,Bahrain,162,82786,1,328
2020-11-07,BH,Bahrain,237,83023,0,328
2020-11-08,BH,Bahrain,241,83264,1,329
2020-11-09,BH,Bahrain,192,83456,0,329
2020-11-10,BH,Bahrain,176,83632,0,329
2020-11-11,BH,Bahrain,179,83811,2,331
2020-11-12,BH,Bahrain,231,84042,1,332
2020-11-13,BH,Bahrain,150,84192,0,332
2020-11-14,BH,Bahrain,157,84349,0,332
2020-11-15,BH,Bahrain,174,84523,1,333
2020-11-16,BH,Bahrain,180,84703,1,334
2020-11-17,BH,Bahrain,179,84882,3,337
2020-11-18,BH,Bahrain,126,85008,0,337
2020-11-19,BH,Bahrain,174,85182,0,337
2020-11-20,BH,Bahrain,135,85317,0,337
2020-11-21,BH,Bahrain,150,85467,1,338
2020-11-22,BH,Bahrain,124,85591,0,338
2020-11-23,BH,Bahrain,114,85705,0,338
2020-11-24,BH,Bahrain,181,85886,1,339
2020-11-25,BH,Bahrain,130,86016,1,340
2020-11-26,BH,Bahrain,169,86185,0,340
2020-01-03,BD,Bangladesh,0,0,0,0
2020-01-04,BD,Bangladesh,0,0,0,0
2020-01-05,BD,Bangladesh,0,0,0,0
2020-01-06,BD,Bangladesh,0,0,0,0
2020-01-07,BD,Bangladesh,0,0,0,0
2020-01-08,BD,Bangladesh,0,0,0,0
2020-01-09,BD,Bangladesh,0,0,0,0
2020-01-10,BD,Bangladesh,0,0,0,0
2020-01-11,BD,Bangladesh,0,0,0,0
2020-01-12,BD,Bangladesh,0,0,0,0
2020-01-13,BD,Bangladesh,0,0,0,0
2020-01-14,BD,Bangladesh,0,0,0,0
2020-01-15,BD,Bangladesh,0,0,0,0
2020-01-16,BD,Bangladesh,0,0,0,0
2020-01-17,BD,Bangladesh,0,0,0,0
2020-01-18,BD,Bangladesh,0,0,0,0
2020-01-19,BD,Bangladesh,0,0,0,0
2020-01-20,BD,Bangladesh,0,0,0,0
2020-01-21,BD,Bangladesh,0,0,0,0
2020-01-22,BD,Bangladesh,0,0,0,0
2020-01-23,BD,Bangladesh,0,0,0,0
2020-01-24,BD,Bangladesh,0,0,0,0
2020-01-25,BD,Bangladesh,0,0,0,0
2020-01-26,BD,Bangladesh,0,0,0,0
2020-01-27,BD,Bangladesh,0,0,0,0
2020-01-28,BD,Bangladesh,0,0,0,0
2020-01-29,BD,Bangladesh,0,0,0,0
2020-01-30,BD,Bangladesh,0,0,0,0
2020-01-31,BD,Bangladesh,0,0,0,0
2020-02-01,BD,Bangladesh,0,0,0,0
2020-02-02,BD,Bangladesh,0,0,0,0
2020-02-03,BD,Bangladesh,0,0,0,0
2020-02-04,BD,Bangladesh,0,0,0,0
2020-02-05,BD,Bangladesh,0,0,0,0
2020-02-06,BD,Bangladesh,0,0,0,0
2020-02-07,BD,Bangladesh,0,0,0,0
2020-02-08,BD,Bangladesh,0,0,0,0
2020-02-09,BD,Bangladesh,0,0,0,0
2020-02-10,BD,Bangladesh,0,0,0,0
2020-02-11,BD,Bangladesh,0,0,0,0
2020-02-12,BD,Bangladesh,0,0,0,0
2020-02-13,BD,Bangladesh,0,0,0,0
2020-02-14,BD,Bangladesh,0,0,0,0
2020-02-15,BD,Bangladesh,0,0,0,0
2020-02-16,BD,Bangladesh,0,0,0,0
2020-02-17,BD,Bangladesh,0,0,0,0
2020-02-18,BD,Bangladesh,0,0,0,0
2020-02-19,BD,Bangladesh,0,0,0,0
2020-02-20,BD,Bangladesh,0,0,0,0
2020-02-21,BD,Bangladesh,0,0,0,0
2020-02-22,BD,Bangladesh,0,0,0,0
2020-02-23,BD,Bangladesh,0,0,0,0
2020-02-24,BD,Bangladesh,0,0,0,0
